crime,cultural,food,health,location,other,social,sport,weather,traffic,tweets
0,0,0,0,0,0,0,0,0,0,"5.9923874142584397e+17 : @NetflixUK <O> any <B-NP/O><O> chance <E-NP/O><O> of <S-PP/O><O> the <B-NP/O><O> West <I-NP/B-MISC><O> Wing <E-NP/E-MISC><O> coming <S-VP/O><O> to <S-PP/O><O> UK <B-NP/B-ORG><O> Netflix? <O> It's <O> possibly <S-ADVP/O><O> the <B-NP/O><O> best <I-NP/O><O> show <E-NP/O><O> ever! <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923875790945101e+17 : Big <I-NP/O><O> Shush <E-NP/S-MISC><O> as <S-PP/O><O> part <S-NP/O><O> of <S-PP/O><O> 20 <B-NP/O><O> Dancers <E-NP/S-PER><O> in <S-PP/O><O> the <B-NP/O><O> galleries <E-NP/O><O> #dancingmuseum <O> @ <O/O><O> Tate <O/B-MISC><B-LOCATION> Modern <B-NP/E-MISC><I-LOCATION> https://t.co/dri4gs6Kt5 <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923876303904397e+17 : @RedbridgeLive <O> Activity <I-NP/I-ORG><O> &amp; <O> Sports <B-NP/E-ORG><O> #Funding <O> upto <S-PP/O><O> Â£1500 <O> available <S-ADJP/O><O> for <S-PP/O><O> community <B-NP/O><O> orgs. <O> Deadline <B-NP/O><O> 18 <I-NP/O><O> May <I-NP/O><O> http://t.co/zTvInzSRJM <O> #FreeSport <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923876667550106e+17 : Last <B-NP/O><O> night's <O> Sashimi <I-NP/O><O> platter <E-NP/O><O> with <S-PP/O><O> eclutts <O/O><O> #sashimiporn <O> #Kurobuta <O> #KingsRoad <O> @ <O/S-LOC><O> Kurobuta <O/O><O> Chelsea <O/B-ORG><O> https://t.co/rxOWV2gQov <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923877994627904e+17 : Well <B-VP/O><O> done <E-VP/O><O> Kenza <B-NP/B-MISC><O> &amp; <O> Samo <B-NP/S-ORG><O> #TheStoryOfLove <O> http://t.co/qX4lzQzhwt <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923879137575296e+17 : Nike <B-NP/S-ORG><O> air <E-NP/O><O> à¸ˆà¹‹à¸²à¸²à¸²à¸² <O> à¸„à¸§à¹ˆà¸³à¸„à¸§à¸£à¸à¸¡à¸²à¸—à¸±à¹‰à¸‡à¸­à¸²à¸—à¸´à¸•à¸¢à¹Œ <O> à¸¥à¸²à¸à¹ˆà¸­à¸£ <O> à¹€à¸ˆà¸­à¸à¸±à¸™à¸§à¸µà¸„à¸«à¸™à¹‰à¸²à¸™à¸°à¹€à¸”à¸µà¹‹à¸¢à¸§à¹„à¸›à¸­à¹‰à¸­à¸™à¸žà¹ˆà¸­ <O> ðŸ˜­ðŸ˜­ <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923880975103603e+17 : @iPhoneMuscle <O> Genesis <S-NP/E-ORG><O> I <S-NP/O><O> think. <O> I <S-NP/O><O> have <S-VP/O><O> LOADS <S-NP/O><O> of <S-PP/O><O> add-ons. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.99238824728928e+17 : Huge <I-NP/O><O> good <I-NP/O><B-SPORT> luck <E-NP/O><I-SPORT> tonight <S-NP/O><O> @TCraig1985 <O> @toums20 <O> &amp; <O> all <B-NP/O><O> connected <E-NP/O><O> to <B-VP/O><O> @BrentfordFC <O> massive <I-NP/O><O> night <E-NP/O><O> of <S-PP/O><O> football <S-NP/O><O> for <S-PP/O><O> the <B-NP/O><O> whole <I-NP/O><O> club. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923883176689702e+17 : Time <E-NP/O><O> for <S-PP/O><O> The <O/B-MISC><O> Kliq <O/E-MISC><O> Monday <B-NP/O><O> Night <I-NP/O><O> Wars...This <O> is <B-VP/O><O> going <I-VP/O><O> to <I-VP/O><O> be <E-VP/O><O> good <S-ADJP/O><O> :) <O> #WWE <O> @RealKevinNash <O> @SCOTTHALLNWO <O> @TheRealXPac <O> @ShawnMichaels <O> @TripleH <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923883586056998e+17 : Tweet <S-NP/S-PER><O> about <S-PP/O><O> something <S-NP/O><O> other <S-ADJP/O><O> than <S-PP/O><O> who <S-NP/O><O> you <S-NP/O><O> and <O/O><O> you <S-NP/O><O> mum <S-NP/O><O> are <B-VP/O><O> beefing <E-VP/O><O> daily. <O> This <B-NP/O><O> isn't <O> '06 <I-NP/O><O> Peckham. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923883854489997e+17 : Have <S-VP/O><O> a <B-NP/O><O> fabulous <I-NP/O><O> weekend! <O> Xx <B-NP/S-LOC><O> http://t.co/iePHZjAyfO <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923884553262694e+17 : @fiftyboyjordan <O> mostly <S-ADVP/O><O> blues <S-VP/O><B-SPORT> artists <S-NP/O><O> bud, <O> don't <O> want <B-VP/O><O> to <I-VP/O><O> overload <E-VP/O><O> ye, <O> haha <S-NP/O><O> but <O/O><O> def <B-NP/O><O> ones <E-NP/O><O> highly <B-VP/O><O> recommended. <O> http://t.co/migiBKAQaJ <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923884583043098e+17 : <O> Victoria <I-NP/B-ORG><B-LOCATION> Station <E-NP/E-ORG><I-LOCATION> . <O/O><O> @ <O/O><O> London <B-NP/B-ORG><B-LOCATION> Victoria <I-NP/I-ORG><I-LOCATION> Station <I-NP/E-ORG><O> https://t.co/RRjlVkl62D <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923884974372506e+17 : Dao <I-NP/S-PER><O> interview <E-NP/O><O> with <S-PP/O><O> @ClaireCprojects <O> on <S-PP/O><O> links <S-NP/O><O> between <S-PP/O><O> Bosch, <O> Action <I-NP/O><O> T4 <I-NP/S-ORG><O> and <I-NP/O><O> Welfare <I-NP/B-ORG><O> Reform <E-NP/E-ORG><O> in <S-PP/O><O> Give <S-VP/O><O> Me <S-NP/O><O> A <B-NP/O><O> Reason <E-NP/O><O> To <B-VP/O><O> Live <E-VP/O><O> http://t.co/gxuZ4zTmYX <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923885241965402e+17 : @Sunita_13 <O> Any <B-NP/O><O> news <E-NP/O><O> from <S-PP/O><O> Thames <B-NP/B-LOC><B-LOCATION> Water <E-NP/E-LOC><I-LOCATION> ? <O/O><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923886014561894e+17 : <O> New <I-NP/B-ORG><B-LOCATION> Street <I-NP/I-ORG><I-LOCATION> Food <I-NP/I-ORG><O> Market <E-NP/E-ORG><O> at <S-PP/O><O> old <B-NP/O><O> gas <I-NP/O><O> station <E-NP/O><O> opened <S-VP/O><O> yesterday <S-NP/O><O> @ <O/O><O> The <B-NP/B-ORG><O> Pump <I-NP/I-ORG><O> Station <E-NP/E-ORG><O> in <S-PP/O><O> London <S-NP/S-LOC><O> https://t.co/PePENKDODV <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923886549334797e+17 : TvÃ¥ <O> ðŸ…ðŸ… <O> och <O/O><O> en <O/O><O> ðŸ¥ <O> som <O/O><O> @Jens40200 <O> hade <O/O><O> sagt <O/O><O> #london <O> ðŸ» <O> @ <O/O><O> Jamie <O/O><O> Oliver's <O> Pop <O/B-PER><O> Up <I-NP/B-ORG><O> Diner <I-NP/I-ORG><O> https://t.co/1uilxJnor2 <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923888035372595e+17 : Fantastic <I-NP/O><O> dance <I-NP/O><O> performance <E-NP/O><O> @ <O/O><O> Tate <O/S-PER><B-LOCATION> modern <O/O><I-LOCATION> right <B-ADVP/O><O> now! <O> http://t.co/5r4DLUoGVa <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923888202312102e+17 : Room <E-NP/O><O> with <S-PP/O><O> a <B-NP/O><O> view! <O> @ <O/O><O> Radisson <B-NP/B-ORG><O> Blu <I-NP/I-ORG><O> Edwardian <I-NP/I-ORG><O> New <I-NP/I-ORG><O> Providence <I-NP/I-ORG><O> Wharf <I-NP/E-ORG><O> Hotel <I-NP/O><O> https://t.co/4hfakQ3LRP <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923888357915904e+17 : Challenges <E-NP/O><O> facing <S-VP/O><O> transport <B-NP/O><O> ministers <E-NP/O><O> - <O/O><O> pollution, <O> roads, <O> rail <B-NP/O><O> fares, <O> buses, <O> cycling, <B-SPORT> and <O/O><O> more. <O> New <I-NP/O><O> blog <E-NP/O><O> from <S-PP/O><O> me <S-NP/O><O> at <S-PP/O><O> http://t.co/Q0kprAynYD <O>
"
0,0,0,0,0,0,0,0,0,0,"5.99238895306416e+17 : @JittermugsFav <O> Pls <I-NP/I-ORG><O> RT! <O> Premium <B-NP/O><O> car <I-NP/O><B-TRAFFIC> brand <E-NP/O><O> wants <S-VP/O><O> Faversham <B-NP/S-ORG><O> 2 <I-NP/O><O> test <E-NP/O><O> drive <S-VP/O><B-TRAFFIC> its <B-NP/O><O> new <I-NP/O><O> cars. <O> Apply <S-VP/O><O> at: <O> http://t.co/wLBfUiJ6l9 <O> http://t.co/JvS5QkB7GX <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923889679963302e+17 : Staircases <E-NP/O><O> @ <S-VP/O><O> St. <B-NP/B-ORG><B-LOCATION> Pancras <I-NP/I-ORG><I-LOCATION> Renaissance <I-NP/E-ORG><O> Hotel <I-NP/O><O> https://t.co/QbTvFsq11W <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923889935396506e+17 : God <S-NP/S-PER><O> bless <S-VP/O><O> Nepal <S-NP/S-LOC><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923892697762202e+17 : @BurberryService <O> I <S-NP/O><O> have <B-VP/O><O> sent <E-VP/O><O> my <B-NP/O><O> details <E-NP/O><O> to <S-PP/O><O> you <S-NP/O><O> in <S-PP/O><O> a <B-NP/O><O> DM. <O> Many <B-NP/O><O> thanks, <O> Alexandra <B-NP/S-PER><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923898296742298e+17 : Former <I-NP/O><O> Millwall <I-NP/S-ORG><O> boss <I-NP/O><O> Steve <I-NP/B-PER><O> Lomas <I-NP/E-PER><O> interested <E-NP/O><O> in <S-PP/O><O> vacant <B-NP/O><O> Orient <I-NP/S-ORG><O> job..http://t.co/MKwohsz8uc <O> #lofc <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923898355459699e+17 : Enter <S-VP/O><O> Sandman <S-NP/S-PER><O> is <B-VP/O><O> playing <E-VP/O><O> in <S-PP/O><O> @FiveGuysUK <O> feeling <S-VP/O><O> special <S-ADJP/O><O> in <S-PP/O><O> my <B-NP/O><O> metallica <E-NP/O><O> top <B-NP/O><O> xo <E-NP/O><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923898882686605e+17 : Hovercrafts <E-NP/S-MISC><O> are <S-VP/O><O> pointless... <O> just <S-ADVP/O><O> like <S-PP/O><O> jet <B-NP/O><O> ski's <O> if <S-SBAR/O><O> u <S-NP/O><O> ask <S-VP/O><O> me. <B-NP/O><O> #PoshPawnbrokers <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923899132248896e+17 : A8 <E-NP/O><O> Avoiding <S-VP/O><O> a <B-NP/O><O> huge <I-NP/O><O> plate <E-NP/O><O> of <S-PP/O><O> fried <B-NP/O><O> food <I-NP/O><O> or <I-NP/O><O> fast <I-NP/O><O> food <E-NP/O><O> like <S-PP/O><O> McDonalds <S-NP/S-ORG><O> is <S-VP/O><O> usually <S-ADVP/O><O> advantageous <S-ADJP/O><O> for <S-PP/O><B-LOCATION> you <S-NP/O><I-LOCATION> and <O/O><O> your <B-NP/O><O> fellow <I-NP/O><O> passengers <E-NP/O><O> #vastchat <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923899167880397e+17 : #Hospitality <O> #Job <O> alert: <O> Switchboard <B-NP/O><O> Telephonist <I-NP/S-MISC><O> | <I-NP/O><O> Hilton <I-NP/B-LOC><O> UK <E-NP/E-LOC><O> | <O/O><O> #London <O> http://t.co/C5t101fHXF <O> #Jobs <O> #Hiring <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923899234169203e+17 : @ESpurginHussey <O> Morgan <E-NP/E-PER><O> is <S-VP/O><O> the <B-NP/O><O> Bravest <I-NP/S-MISC><O> Boy <E-NP/O><O> you'll <O> meet <S-NP/O><O> and <E-VP/O><O> he <O/O><O> will <S-NP/O><O> have <B-VP/O><O> her <E-VP/O><O> for <S-NP/O><O> dinner! <O> We <S-PP/O><O> do <S-NP/O><O> appreciate <B-VP/O><O> you <E-VP/O><O> and <S-NP/O><O> Mr <O/O><O> RW's <O> Support <B-NP/O><O> x <I-NP/O><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923899467788301e+17 : @ThePressProject <O> I <S-NP/O><O> thought <S-VP/O><O> Brics <S-NP/S-PER><O> offered <S-VP/O><O> Greece <B-NP/S-LOC><O> 80 <I-NP/O><O> Billion <E-NP/O><O> - <O/O><O> what <S-NP/O><O> is <S-VP/O><O> Lafazanis <S-NP/S-PER><O> doing <S-VP/O><O> about <S-PP/O><O> this??? <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923900107837005e+17 : YunanlÄ±lar, <O> adalarÄ±mÄ±zÄ± <O> iÅŸgal <O> ederken <S-VP/O><O> NeredeydinEy <O/B-MISC><O> DavutoÄŸlu <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923901578780301e+17 : Mum <E-NP/O><O> said <S-VP/O><O> she <S-NP/O><O> brought <S-VP/O><O> me <S-NP/O><O> flowers <S-NP/O><O> for <S-PP/O><O> my <B-NP/O><O> birthday <E-NP/O><O> because <S-SBAR/O><O> she <S-NP/O><O> knew <S-VP/O><O> Harry <B-NP/B-PER><O> wouldn't <O> ðŸ˜‚ <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923901736065395e+17 : Preliminary <I-NP/O><O> Presentation <E-NP/O><O> done <S-VP/O><O> ~ <O/O><O> The <B-NP/O><O> end <E-NP/O><O> of <S-PP/O><O> UK <B-NP/S-LOC><O> student <I-NP/O><O> life <E-NP/O><O> is <S-VP/O><O> here <S-ADVP/O><O> ðŸ˜­ <O> Don't <O> know <S-VP/O><O> what <S-NP/O><O> will <B-VP/O><O> happenâ€¦ <O> https://t.co/cYsyoJbvSG <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923902784645504e+17 : @SimonHeath1 <O> seriously <S-ADVP/O><O> we <S-NP/O><O> want <B-VP/O><O> to <I-VP/O><O> get <E-VP/O><O> your <B-NP/O><O> started! <O> How <S-ADVP/O><O> can <B-VP/O><O> Oli <E-VP/S-PER><O> and <O/O><O> I <S-NP/O><O> pick <S-VP/O><O> your <B-NP/O><O> brains? <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923903469991501e+17 : Nahh <I-NP/S-MISC><O> im <E-NP/O><O> excited <S-VP/O><O> for <S-PP/O><O> 2nd <B-NP/O><O> June <E-NP/O><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923903572751603e+17 : Time <E-NP/O><O> for <S-PP/O><O> Monday <B-NP/O><O> Night <I-NP/B-MISC><O> Wars-The <O> Kliq...This <O> is <B-VP/O><O> going <I-VP/O><O> to <I-VP/O><O> be <E-VP/O><O> good <S-ADJP/O><O> :) <O> #WWE <O> @RealKevinNash <O> @SCOTTHALLNWO <O> @TheRealXPac <O> @ShawnMichaels <O> @TripleH <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923904164153306e+17 : Temp <I-NP/O><O> 13.6Â°C <O> Wind <E-NP/E-MISC><B-WEATHER> 0mph <S-ADVP/O><O> Gust <S-VP/O><B-WEATHER> 3mph <B-NP/O><O> Press <I-NP/O><O> 1021.3hpa <I-NP/O><O> Cloud <I-NP/O><O> 3314 <I-NP/O><O> ft <I-NP/O><O> Rain <I-NP/O><B-WEATHER> 0.4mm <I-NP/O><O> Humidity <E-NP/O><B-WEATHER> 58% <O> #Woking <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923905003847706e+17 : @WeAlIlKnowA: <O> we <S-NP/O><O> all <S-NP/O><O> know <S-VP/O><O> a <B-NP/O><O> pedo <E-NP/O><O> called <S-VP/O><O> Harry <S-NP/S-PER><O> @higgi1987 <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923905632993702e+17 : @PauloRelli <O> I'll <O> be <S-NP/O><O> in <E-VP/O><O> Beausoliel <S-PP/O><O> so <S-NP/S-LOC><O> I <O/O><O> need <S-NP/O><O> Monaco <S-VP/O><O> recommendations! <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923906054101402e+17 : @haig_julia <O> you <S-NP/O><O> don't <O> want <S-VP/O><O> to, <O> because <S-SBAR/O><O> Twitter <S-NP/S-PER><O> is <S-VP/O><O> awesome!!! <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923906607752e+17 : @TowerHamletsNow <O> Only <B-NP/O><O> 3 <I-NP/O><O> days <E-NP/O><O> left <S-VP/O><O> for <S-PP/O><O> orgs <S-NP/O><O> to <B-VP/O><O> apply <E-VP/O><O> for <S-PP/O><O> #FreeSport! <O> #Funding <O> available <S-ADJP/O><O> upto <S-PP/O><O> Â£1500! <O> Deadline18 <B-NP/S-PER><O> May <I-NP/O><O> 5pm <I-NP/O><O> http://t.co/xaWbBnMzSJ <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923908175164198e+17 : @sophielouiseb <O> hair <E-NP/O><B-LOCATION> of <S-PP/O><I-LOCATION> the <B-NP/O><I-LOCATION> dog <E-NP/O><I-LOCATION> at <S-PP/O><O> @Eagle_Hoxton <O> ??? <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923909199830605e+17 : ðŸƒðŸƒ <O> Let <B-VP/B-PER><O> Go <E-VP/E-PER><O> and <O/O><O> Let <S-VP/B-PER><O> God <S-NP/E-PER><O> ðŸƒðŸƒ <O> @ <B-NP/O><O> ðŸŒ‡ðŸŽ‡ðŸŒ†ðŸŒƒðŸŽ† <O> https://t.co/XTkz0p7nVO <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923912227697498e+17 : @ali_naka <O> my <B-NP/O><O> brother! <O> I <S-NP/O><O> greet <S-VP/O><O> u <S-NP/O><O> in <S-PP/O><O> the <B-NP/O><O> name <E-NP/O><O> of <S-PP/O><O> our <B-NP/O><O> ancestors. <O> There <S-NP/O><O> is <S-VP/O><O> no <B-NP/O><O> state <E-NP/O><O> in <S-PP/O><O> Africa <S-NP/S-LOC><O> that <S-SBAR/O><O> free <S-NP/O><O> from <S-PP/O><O> the <B-NP/O><O> death <I-NP/O><O> grip <E-NP/O><O> of <S-PP/O><O> the <B-NP/O><O> West. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923912507879398e+17 : #2 <E-NP/O><O> of <S-PP/O><O> a <B-NP/O><O> set <E-NP/O><O> I <S-NP/O><O> saw <S-VP/O><O> in <S-PP/O><O> Grosvenor <B-NP/B-LOC><O> House <E-NP/E-LOC><O> last <B-NP/O><O> night <E-NP/O><O> ðŸŒ‡ðŸŒ† <O> #art <O> #thisislondon <O> @ <B-NP/O><O> Grosvenor <I-NP/B-ORG><O> House, <O> A <E-NP/E-ORG><O> JWâ€¦ <O> https://t.co/v5R1MMqY4k <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923913026719706e+17 : Tryna <O/S-MISC><O> fook <O/O><O> widcha <O/O><O> x <O/O><O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923914326531302e+17 : if <S-SBAR/O><O> they <S-NP/O><O> dont <B-VP/O><O> do <E-VP/O><O> a <B-NP/O><O> show <E-NP/O><O> that <S-SBAR/O><O> i <S-NP/O><O> can <B-VP/O><O> actually <I-VP/O><O> see <E-VP/O><O> im <B-NP/O><O> gonna <E-NP/O><O> get <S-VP/O><O> a <B-NP/O><O> depression <I-NP/O><B-WEATHER> #5HUKInvasion <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923914697306099e+17 : Nice <O/S-ORG><O> to <B-VP/O><O> win <E-VP/O><O> an <B-NP/O><O> award <E-NP/O><O> for <S-PP/O><O> our <B-NP/O><O> Lillian <I-NP/B-PER><O> Baylis <I-NP/E-PER><O> housing <I-NP/O><O> scheme <E-NP/O><O> in <S-PP/O><O> Lambeth. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923914793775104e+17 : @JPexsquaddie <O> USA <S-NP/E-LOC><O> Busted-Exposed <O> -shootings <O> Feby <S-VP/O><O> 20, <O> 2014 <S-NP/O><O> in <S-PP/O><O> Kiev's <O> Maidan <I-NP/B-LOC><O> Square. <O> Directed <S-VP/O><O> by <S-PP/O><O> John <B-NP/B-PER><O> Beck-Hofmann. <O> https://t.co/pX3Du9NLd8 <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923915174618701e+17 : @KasSinclair <O> Your <O/I-MISC><O> The <B-NP/E-MISC><O> Only <I-NP/O><O> Childish <I-NP/O><O> Person <E-NP/O><O> Who <S-NP/O><O> Has <S-VP/O><O> My <B-NP/O><O> Number... <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923915348260902e+17 : .@Naader_92 <O> WAY <O/O><O> nicer, <O> its <S-NP/O><O> made <S-VP/O><O> from <S-PP/O><O> Bamboo <S-NP/B-ORG><O> (Eco <O> friendly) <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923916185448896e+17 : @MissPond <O> @ThatGentMark <O> Gary <S-NP/E-PER><O> kept <B-VP/O><O> buying <E-VP/O><O> them <S-NP/O><O> for <S-PP/O><O> me <S-NP/O><O> after <S-PP/O><O> Easter <S-NP/O><O> when <S-ADVP/O><O> they <S-NP/O><O> were <S-VP/O><O> in <S-PP/O><O> the <B-NP/O><O> sale <E-NP/O><O> :-p. <O> He's <O> a <B-NP/O><O> good <I-NP/O><O> boy. <O>
"
0,0,0,0,0,0,0,0,0,0,"5.9923917331328998e+17 : @CBofFaversham <O> Pls <I-NP/I-ORG><O> RT! <O> Premium <B-NP/O><O> car <I-NP/O><B-TRAFFIC> brand <E-NP/O><O> wants <S-VP/O><O> Faversham <B-NP/S-ORG><O> 2 <I-NP/O><O> test <E-NP/O><O> drive <S-VP/O><B-TRAFFIC> its <B-NP/O><O> new <I-NP/O><O> cars. <O> Apply <S-VP/O><O> at: <O> http://t.co/wLBfUiJ6l9 <O> http://t.co/VjxYerNtdr <O>
"
